link,text
https://vk.com/wall-147614552_6970,"Сеяхана тецьда"", хад"" пон' я""авла пэрӈа"". Теда' тамна сырэй"" яля"" минда"" то""олха"".  Сяха' нара тованда ӈэдакы🙀. [club147614552|Няръяна Нгэрм - старейшая газета Ямала]  Сидяӈг манэ""ӈада"", Сеяха' харад"" помна ядэртархада"" ӈада"".👀"
https://vk.com/wall-147614552_6957,"Сидяӈгахана мэна"" ты"" ю"" ӈэдалавам' пирдалевы"". 👍 Хуняна Сёяхана сянакова' яляхана пирдырта"". [club147614552|Няръяна Нгэрм - старейшая газета Ямала]  Тарем' выӈгана илена"" ненэця"" ӈэдалёрць мэ""манда тыдо' харад' хэвхана ӈэда"" мяк"" тэвола"". Ханяӈы"" буранахана пэмба  минрейдо', ӈани""  вадарць тамбидо'."
https://vk.com/wall-147614552_6954,
https://vk.com/wall-147614552_6952,"Общинаʼ терʼʼ тасалку”👇 Сие ниць ирыʼ 13 яляхана Салехардахана Ямалнаʼʼ тиӈгы общинаʼ серо минренаʼʼ ӈобтʼ маʼʼлыць. Ӈопой яляʼ тасалковамʼ мэʼʼӈаць. Инна Сотрева, Ӈэрмʼ терʼʼ серо минрена департаментʼ ӈэвахы мась:💫 - Ямалхананаʼʼ ӈэрм тер общинаʼʼ таняʼʼ. Хареʼʼ нинаʼʼ манзаядамдоʼ хомбиʼʼ. Иламдоʼ нерняʼ минреʼʼ. Пыдоʼ еʼʼэмнандоʼ округваʼʼ нядʼʼми ӈадимдемби. Сяхари тарабата законоʼʼ нямна сидтоʼ тидхалембиваʼʼ. Тедаʼ ӈобтʼ тэввандоʼ серʼ нитоʼ манзаравамʼ торомдаӈгуʼʼ.❗ ‼Ӈока тасламбавытоʼ поӈгана ненэйвана округхананаʼʼ ӈэда Россияʼ Минюстʼ управление ӈадимдембада законʼ нямна ӈэда юнмʼ вадеʼʼӈаць. Едэй закон ненадумдаʼʼмада – 104-ФЗ. Тикымʼ нядмяць общинаʼ ӈэвахана мэнаʼʼ уставтоʼ падар яӈгамдаӈгудоʼ. Таремʼ нибтоʼ серта общиныдоʼ манзара нидоʼ пиратʼʼ. Тасу явʼ няд товы Екатерина Владимировна Салиндер маʼʼнисяв: - Маняʼʼ ӈыхы яхана иленаӈэ тарця тохолкова ӈулиʼʼ савуʼʼянаʼʼ. Ӈани нинаʼʼ манзаравамʼ намдаванаʼʼ хавна сямянхат тарана - едэй ӈадимы законʼ нямна ӈа. Ханяӈэхэна ӈопой вада вэнзерка уставхананд падбата нерняʼ общинанд манзаямʼ минре нир пиратʼʼ.‼ Яляʼ ямбанʼ ненэцяʼʼ тохолавэдоʼ, намдавэдоʼ ӈока: ханзерʼʼ нядʼʼмаӈэ грантʼ еся нэкалпиʼʼ, илебей ненэциеʼʼ еʼʼэмня ӈамгэʼ тоʼʼолха едэй манзаяʼʼ таняʼʼ, хурка нядʼʼмаʼʼ ӈадимыʼʼ. 📌Общинаʼ терʼʼ поӈгана ханяӈыдоʼ мале пон манзараʼʼ, пыдоʼ ханзерʼʼ манзаравамдоʼ вадеʼʼӈаць. Канева Людмила Николаевна Пуровский районхад товы, президентʼ грантмʼ нэкалпавамда тензебтембись. Тикыда нядмяць общинанда серо нерняʼ минре. Губкинскойʼ няна мядонди мядолабтамбавамʼ Юрий Олекувич Айваседо «Апыдю Ӈачей» ӈэвахана мэна вадеʼʼӈадась. Общинаʼ нермбэртиʼʼ поӈгана сава юнда етриʼ со. Саваркавна манзарана нидоʼ ӈудандоʼ терад Ӈэрмʼ терʼʼ серо минрена департаментхад, «Ямал-нюнаʼʼ я!» Ассоциацияхад няʼʼмаць.  💫💫💫💫"
https://vk.com/wall-147614552_6941,"👬✍✍Ӈацекыˮ падна’’  🗞Тюку’ толавандида’’ тёняӈы Ензя’ няд ӈэдабтавы’’. Таняна Дудинка маркана хоювна мюсерта’’ ӈацекы’’ ед’ школадо’ таня. Ненэй ненэця’’ ню’’ харе’’ вадавнандо’’ ӈани’ падна’’. Сидто’ Раиса Пехедомовна Яптуӈэ тидхалемби.   🦌🦌Маянд’ еремы тэхэ’  💫Ты’’ сяхари’ маниебцё ӈэсеты’’. Тамна маянд’ ерембато’ ёльце сяялсеты’’. Тюку’ Силкин Михаил’ падвы ненэсянда ненэцяӈгана тым’ мэневам’ манэ’’лабтамби.  👀Хурина выӈгана ядэрп’’ сэван’ манэць ӈамгэхэртан’ тосава’ то’’олха вуни ӈа’’. Яда тэри пенена, ханяхарта тэвыта яӈгу’’. Тикаӈэ сэван’ манэць тарцяраха. Ненэцяӈгана, тэхэ’’на, я’ сармикаха’’на выӈгана хуркари хабцо’’ ӈамгэ ӈока’’. Тосакабтада я’’ таня’’, неноховавна лумбад’’ пинкабты’’. Таняд ненэцяӈгарт варета пыхыдамда тюхалтада, ханяӈэхэна тоброна’’ таминдо’ лумбад’ ӈылна хаёсеты’’. Ӈобаӈгуна, ирини ня’ мани’ ты’’ лэтамбава яляминзь. Нисями пи’ е’’махаданда лакри’ мякана хонысь. Тыни’’ янамбовна то’ няю’ нито’ пумна сарпяла хая’’. Мани’ ирини ня’ нись паромбю’’ пумнандо’ яда ми’’ӈани’. Ӈамгэ’ ёльцянд’ хэ’’мяхадани’, тад’’ сылавани’ то’ вархана сидя тэва’’ тари ӈоб’ яхана ӈэвариди’ тодо ян’ садола’’ӈаха’. Мань тикарихина сюрамба няюнди’ хаядм’.  😱Тад’’ манэць тэхэюна’’ лумбад’ ян’ еремэхэ’. Ӈэди’ ӈархандо’ мале лумбад’ ӈыл’ сэйвы’’. Навэд таси’ няри’ миндя то’’олхаха’. Ирими мале хэвхани тэвы’’. Мани’ варени’ лумбад помна маяндорць тэхэ’ няю’ тэвыни’. Тоброни’ сабкото’ ёльцянд’ лумбад’ ӈылна хая’’. Варени’ су’’ляком’ тикарихина тай нэкалӈами’. Ӈарка хорав сэван’ манэць нэкалъита яӈгу. Тэкоцяна’’ ӈэварида тэри сюра. Мань нисями хоманзь сюрамба хаядм’. Пон нись мий’’, таня тэвыни’. Хоракоця тамна ӈаркавна лумбад’ ӈыл’ сэйвы.  ✊Ирими сяймахана ёӈганда тяхамна сярада, мани’ сидя хэвхад тиванда ӈылмна ӈудини’ ӈэдабтани’. Тарем’ тю’’у’ илами’, тэкоцями’ лумбад’ ӈылад навэд ӈадимя. Мэё ян’ тэвхава харта пыхыдамда нэкалпа варемда мэ’’ла. Тикарихина ӈадиво’’махаданда то’ няна хая, ит’ пакалъй’’. Лумбад халтэйда, нита ня’ тарада. Су’’ляко мале ӈаха’’на таняна хэвы. Маня’’ ӈоб’ тарем’ то’ ит’ лумбдасавэй ӈудина’’, панына’’ халтаваць.  🤝Тына’’ янамбовна тяхана хая’’. Маня’’ са’’нюй панына’’ екаванзь мя’’на’’ няна хаява’’. Ирими ма’’нисяв, хурина нёховаб’’ няда’’, ты’’ лумбадахад пыхыдамда харта нидя нэкалт’’. Ти, тикарихина няд’’ма яӈгоховаб’’, лумбадан’ ты, ненэць’ ӈэя тэри сэяӈгу.  [club147614552|Няръяна Нгэрм - старейшая газета Ямала] Раиса Яптунэ’ ӈэдабтавы  #ненцы #ненецкое слово #Нарьянмар #ненэць #Ямал #Салехард #традиции #колорит #кочевники #Ненэця вада #традиции #этно мир #Таймыр #Дудинка"
https://vk.com/wall-147614552_6937,Тюку пудана ӈэдалёро”мина”. Ты пэрти” ӈэсыхына мэваць. Ненэця” вадмʼ мэ”ӈаць. Видео [club147614552|Няръяна Нгэрм - старейшая газета Ямала] [id133328805|Алексей Салиндер] ӈэдаравы.
https://vk.com/wall-147614552_6936,"[id776429630|Макар Окотэтто] падвы👇👍✍ [club147614552|Няръяна Нгэрм - старейшая газета Ямала]✍👇 Илʼ саиркана Сямян сермʼ Нир хамедаӈгуʼʼ, Ханзерʼʼ таравамда, Ханяʼ ядвамд Нир таслаӈгуʼʼ. Тэвадана ямд Хоёʼʼ тяхаʼ Нир маниеӈгуʼʼ. Пуняӈы яр Ӈобʼʼ таремʼ Ӈаниʼ сэяӈгу, Хаця тенеӈгуд Пензяʼʼ, лаптаʼʼ, вэрмʼ Таняʼ тэвыкана, Иӈуд хэбʼʼ, Хаця яӈгамдаʼʼ. Тедаʼ ядбат Ӈэт ӈылы ямд Нир маниеӈгуʼʼ. Хэвхы нидʼʼ Саӈоʼʼ вархана Тэри хаюртаʼʼ. Пуна сидяӈгадоʼ Пай хаʼʼмортаʼʼ. Ӈэд паромбаӈгуʼʼ.  Ирʼ мерета, Сит хаебаӈгу. Техэ яхата, Таняʼ тэвмахаданда Тэри пасанаӈгу. Ханзерʼʼ таравамда Серокутоʼ серʼ Ненсхалембаӈгуда. Пыда серта серʼ Тидхалебаӈгуда. Та ёльцяӈгана Вулиʼʼ маяӈгун, Мерʼ сюрмбаӈгун. Ядманд мюня Яляʼʼ хаюртаʼʼ, Ирыʼʼ хаюртаʼʼ. Поʼʼ хаюртаʼʼ, Илʼ хаёда. Таняʼ тэвмахаданд Ӈулиʼʼ пэдавэн, Таремʼ сырпат Хаця ёховэн. Ханзерʼʼ таремʼ ӈа? Ир ядэрта, Пон ядэрта, Ӈобʼʼ ядэрта. Ӈэд хасенаӈгуʼʼ, Яда яʼʼмаӈгудоʼ. Пуй сехэрэр Ӈобʼʼ тохода, Иландʼ саирʼʼ Таремʼ хаёда.  Тахабя ӈэбта Тедаʼ ядбат, Ӈэд мэбепатоʼ, Нён паромбасетуʼʼ, Хэвхы нямд Нёр хаесятуʼʼ, Сит сянда нид Ӈобʼʼ маниенʼʼ. Серод, мэбцуд Ялянʼ тидхаленʼʼ. Сава серкана Подмʼ ерыба Сит нядавндаʼʼ Хартоʼ ӈадимдаʼʼ. Тикы подʼ мюмня Ядманд мюмня Сит нёданид Ямб ӈарка мюдмʼ, Нумд вэталёдамʼ Яхад паклёдамʼ Тамна нерняʼ Пыдар яʼʼамбат Пыдоʼ нёдаӈгудоʼ."
https://vk.com/wall-147614552_6927,"Мюселъядʼʼ👍  💫 Нараʼ Пэʼʼ терʼʼ ты пэртяʼʼ пырдариʼ мюселӈгаʼʼ. Сывʼ паӈомʼ пэдариʼʼ поӈгана мэʼʼӈадоʼ. Сие ниць ирыʼ пиркана марыʼʼ яӈговаʼ нерняʼ Саляʼ явмʼ мадаванзь пырдариʼ паромбиʼʼ. Хахаяда яляʼ Законодательной Собраниянаʼʼ депутат [id385757382|Эдуард Яунгад] ты пэртиʼʼ ӈэсыхыʼʼ тэворӈаць. Таняна ӈэдалёроʼʼмамда таремʼ тензебтембидась.  📌Мерета еся ханхана ӈэдалёрӈаваць. Пэдариʼʼ помна ӈэдалёрць няхарʼʼ яляʼ серʼ ӈока мядмʼ манэʼʼӈаваʼʼ. Сидя юрʼʼ луцаʼʼ ӈэдалавамʼ пон ниваць мадабюʼʼ. 📌Нюртеʼʼэ хареʼʼ иленаʼʼ нинаʼʼ Иван Николаевич Окотэттоʼ, Иван Васильевич, Василий Иванович Тайбериʼ ӈэсынʼ нултаӈгаваць. Нултаванаʼʼ мальӈгана мядондидоʼ танявыць. Василий Хатякович Окотэтто мятоʼ терʼʼ няʼ тэвормыць. Ӈобʼʼ пиʼ нянандоʼ сеӈгаваць. Таняд Леонид Тайшинʼ «Байдарацкой» совхозʼ сиднтетимдей ӈэсынʼ нэкалӈаваць. Тикы ӈэсыʼ терʼʼ пилиʼʼ нерняʼ ереберӈаʼʼ. Сава юнда етриʼ со. Тамальӈгана вадмʼ мэʼʼмыць. Иван Тысияʼ ты пэрмыць. Вакана хареʼʼ тыдоʼ пэртяʼʼ, Салехардагроʼ предприятийʼʼ ненэцяʼʼ ӈаниʼ танявыць. Вамдоʼ сидя поʼ тяхана тарабʼʼцонда таняваʼ нид мивэдонзь. Тедаʼ хартоʼ сулорпидоʼ. Леонидʼ вадавна, ӈодʼʼ харванахав хибяри ваʼʼамʼ мэць пирӈада, ӈодь пуданда сававна хаемда. 📌Хусувэй ӈэсыхына мандалави мэʼʼӈаваць. Ӈэрмʼ терʼʼ серо тасламбада департаментхад ядэрмы Федор Вануйто ӈамгэʼ тоʼʼолха нядʼʼми танявамʼ ненэцяӈгʼʼ вадеʼʼӈась. Приуральской районхад ӈэда «Ямал-нюʼʼнаʼʼ я!» ассоциацияʼ отделениемʼ няʼʼамбада Андрей Харючи районханандоʼ ӈамгэʼ тоʼʼолха нядʼʼмаʼʼ программа танявамʼ хэтась. Ӈопой - тандаяʼ округнаʼʼ ерв ӈадимдевы. Тохолкоʼʼмахадандоʼ колледжмʼ ёльцевыʼʼ илебей ненэциеʼʼ еʼʼэмня ӈа. Пыдоʼ манзара пэʼʼмяхадандоʼ хартоʼ мятоʼ яӈгобʼʼ, иле мятоʼ мирʼ есямʼ округхад няхарʼʼ поʼʼ ямбанʼ салдамбаӈгудоʼ. Сидя юʼʼ самляӈг ёнарʼʼ ӈэӈгу. Ихиня тарця ӈулиʼʼ сава серʼʼ. ‼Ты пэртяʼʼ ӈаниʼ лаханаць. Ӈопой хонарковадоʼ Салехардахад Аксаркаʼ ӈэсондʼ ӈэда сехэрыʼ нямна ӈа. Таʼ таняна едэй сехэрымʼ сертаць. Мюсертаʼʼ ненэциеʼʼ тыʼʼ еʼʼэмня мадмʼ нивыʼʼ сертаʼʼ. Ӈэрёʼ таняна тыдоʼ пон вэрамбидонзь. Ваʼʼ нямна ӈока вадамʼ хэтаць. Тикыʼ хавна школанʼ хэвандаʼʼ ӈацекыдоʼ ханзерʼʼ тохолко ӈанэдамбавамдоʼ ӈаниʼ хэтадонзь. ‼Няхарʼʼ яляʼ ямбанʼ таремʼ ӈэдалёрӈаваць. Тидпойʼ ненэцяӈгана лаханакуроʼʼмахад хурка закон тидхалевахад харт теневаӈгун.  #ненцы #ненецкое слово #Нарьянмар #ненэць #Ямал #Салехард #традиции #колорит #кочевники #Ненэця вада #традиции #этно мир #Таймыр #Дудинка"
https://vk.com/wall-147614552_6919,"Нямэхэна ""День буквы ""Ӈ"" "" нюбета конкурсм' сертабиваць. Тамальӈгана сямянхат ""ӈ"" буквам' нядмяць сававна паднавы ненадумдабинаць.👍  Ӈопойдо' Панаевск' терась. [id328572088|Алексей Вэнго]' падвы ӈули"" сава ӈэвысь. Нянда ӈуда' терм' миць таславаць.  Теда' няна"" сяй тамна ӈаводота. ☕"
https://vk.com/wall-147614552_6913,"Ненэй ненэця” нина”, хобцокуна” ходов”!👇👍"
https://vk.com/wall-147614552_6908,"Хомана ныптакуш”✍👍🏆  ❗Самбуԓка шанат тэмс нешади” ӈомтаӈаш. Ты” падеԓьчи” дяԓяӈ камна, Самбуԓкаӈ чеԓ” совхозтуӈ - (90) кашем’ дюԓ пот каймя дяԓям мэӈаш”. Кашем дюԓ поӈ дёльшат «Пуровский» совхозхана ӈука неша” мансԓаӈаш”. Чики предприятии каԓтантуӈ дилм чуув падиԓта. Совхозхана мансԓана” ӈукадёмутуӈ выӈкна диԓиӈа”. Куптаӈ хомана мансԓамантуӈ де’эмня тэхэна” мансԓана”, каԓитана” ӈаԓка веԓвхат грамоти”, благодарственный патԓу” няамӈа”. Ты” падиԓьчи” дяԓя - выӈкна, каԓтыхина диԓинахана – пиԓи хома дяԓя. 💫Чики праздникхантоӈ ӈаԓка неша”, ӈашкиуди” чупей майпёшту”. Неша” поӈкнатуӈ мянаԓяш”. Няԓяӈ паӈк вяԓкуԓпиш, хамуԓяш”, нэхэԓумпиш”, шалди” ӈыԓна нюмкупёԓьш нэхэмтуӈ конуԓпиш”. Неша” дёԓьше нюӈк, мэмяӈа”, хомана вяԓкуԓоԓя”. Выӈкай мансдян нешаӈи” тамна нюча’ӈя тохошту”, таԓям мянаԓьш шанакопнантоӈ нюӈкмана мянаԓьшту”. 💫Чуки похона Самбуԓкан кашем’ дюԓ тыӈ кан” ӈомаш”. Ӈайтаԓёш матапёмытуӈ шехеԓайтоӈ - шича километраӈ кунаш. Мянаԓьш ӈайтаԓёма неньшаԓ ниӈа, тыӈ кан’хана няматаԓакуԓта хомана ӈайтаԓё чедимяманта камна, шоньшата нэхэты, нюӈк ӈайты. Шанат час тыӈ’ канхана мянаԓяш”. Ӈопумана ӈайтаԓёта” касами” поӈкат нета” неԓьня Константин Хатанзеев тоӈаш, пыта ӈайвахай местам канаӈата. Не” поӈкат пиԓи хомана Анна Сегой ӈайтаԓы. Анна Геннадьевна мэкат кан᾿нутуӈ ӈычимчемпюта конкурсхана мянаԓьчи” поӈкна ӈупчики ӈайвахай местам канаӈаш. Ты” падиԓьчи” дяԓяхана Самбуԓкаӈ чеԓ” ӈопт кайна нетуӈ де’эмня майпиш”. Чики дяԓяхана Владислав Вануйто, Анна Салиндер патнаӈаханьш, Владимир Вора, Мария Няч ӈопт кадяханьш. ❗ Праздникан’ томы” хомана ныптакомаӈ мэты” Самбуԓкахай «Полярная звезда» нимита клубхана мансԓанна” вильта концерт’ ӈычимчеӈаш”. Нэрм᾿ чеԓ неша” хомана ныптакуш”.🏆🏆🏆🎁  Лариса Айваседо патмы. Таттама Ирина Хэно тамы #ненцы #ненецкое слово #Нарьянмар #ненэць #Ямал #Салехард #традиции #колорит #кочевники #Ненэця вада #традиции #этно мир #Таймыр #Дудинка"
